invoice_id,msme_id,invoice_amount,buyer_type,buyer_industry,invoice_date,due_date,payment_term_days,historical_payment_delay_days,seller_credit_score,invoice_frequency,payment_status,risk_label,risk_score,msme_credit_score,msme_credit_label,msme_industry
INV0000382,MSME000708,2540552.68,Government,IT Services,2025-12-04 17:27:56.061330,2026-01-03 17:27:56.061330,30,89,63.65,2,Paid_Late,Medium,59.29,63.65,Review,Food & Beverage
INV0000383,MSME001900,700740.66,Large Corporate,Healthcare,2025-11-25 17:27:56.061330,2025-12-25 17:27:56.061330,30,31,66.82,3,Paid_OnTime,Medium,36.36,66.82,Review,Food & Beverage
INV0000384,MSME001440,3107393.88,SME,Automotive,2025-11-18 17:27:56.061330,2025-12-18 17:27:56.061330,30,55,51.14,2,Paid_Late,Medium,55.64,51.14,Review,Textile
INV0000385,MSME003942,3029877.69,SME,Manufacturing,2026-03-15 17:27:56.061330,2026-05-14 17:27:56.061330,60,57,74.74,1,Paid_Late,Medium,44.1,74.74,Approve,Food & Beverage
INV0000386,MSME002337,2383819.56,Government,Government,2026-02-22 17:27:56.061330,2026-03-24 17:27:56.061330,30,87,81.49,1,Paid_Late,Medium,36.74,81.49,Approve,Retail
INV0000387,MSME000159,1106788.89,Retail,Retail,2026-03-27 17:27:56.061330,2026-04-26 17:27:56.061330,30,35,86.71,1,Paid_OnTime,Medium,35.8,86.71,Approve,Manufacturing
INV0000388,MSME000747,1464118.3,Large Corporate,IT Services,2026-02-07 17:27:56.061330,2026-05-08 17:27:56.061330,90,25,73.15,1,Paid_OnTime,Low,9.91,73.15,Approve,Retail
INV0000389,MSME002373,1306189.08,Retail,Real Estate,2025-12-26 17:27:56.061330,2026-02-24 17:27:56.061330,60,46,53.77,2,Paid_Late,Medium,40.51,53.77,Review,Retail
INV0000390,MSME002825,1866434.63,Government,Healthcare,2025-10-31 17:27:56.061330,2025-11-30 17:27:56.061330,30,64,41.82,1,Defaulted,Medium,52.43,41.82,Reject,Manufacturing
INV0000391,MSME004353,2065783.45,Large Corporate,Manufacturing,2025-10-24 17:27:56.061330,2025-11-23 17:27:56.061330,30,18,71.7,1,Paid_Late,Medium,40.19,71.7,Approve,Textile
INV0000392,MSME002578,917202.26,Government,IT Services,2025-10-14 17:27:56.061330,2025-12-13 17:27:56.061330,60,72,66.83,1,Paid_OnTime,Medium,36.6,66.83,Review,Textile
INV0000393,MSME003941,2693232.51,Retail,IT Services,2025-11-18 17:27:56.061330,2026-01-17 17:27:56.061330,60,42,73.85,2,Paid_Late,Medium,51.55,73.85,Approve,Retail
INV0000394,MSME001358,3742981.84,Retail,FMCG,2026-02-15 17:27:56.061330,2026-04-16 17:27:56.061330,60,34,67.86,1,Paid_OnTime,Medium,52.83,67.86,Review,Retail
INV0000395,MSME003390,1040504.05,Retail,Retail,2026-01-01 17:27:56.061330,2026-01-31 17:27:56.061330,30,45,73.13,2,Paid_OnTime,Medium,49.23,73.13,Approve,Retail
INV0000396,MSME000786,4869573.87,Government,Automotive,2025-12-25 17:27:56.061330,2026-01-24 17:27:56.061330,30,63,53.02,2,Paid_OnTime,Medium,55.31,53.02,Review,Services
INV0000397,MSME001767,919604.29,Retail,IT Services,2026-01-29 17:27:56.061330,2026-02-28 17:27:56.061330,30,38,60.5,2,Paid_Late,Medium,37.51,60.5,Review,Services
INV0000398,MSME002173,3672228.09,Government,Retail,2026-02-11 17:27:56.061330,2026-05-12 17:27:56.061330,90,80,78.84,1,Paid_OnTime,Medium,48.7,78.84,Approve,Services
INV0000399,MSME000408,3393760.12,Large Corporate,Real Estate,2026-01-07 17:27:56.061330,2026-02-06 17:27:56.061330,30,38,85.52,2,Paid_OnTime,Medium,35.08,85.52,Approve,Manufacturing
INV0000400,MSME004174,578254.06,Retail,Manufacturing,2025-10-10 17:27:56.061330,2025-12-09 17:27:56.061330,60,49,67.52,1,Defaulted,Medium,40.39,67.52,Review,Textile
INV0000401,MSME002642,4461724.32,Government,FMCG,2026-03-11 17:27:56.061330,2026-04-10 17:27:56.061330,30,64,66.85,1,Paid_OnTime,Medium,47.18,66.85,Review,Food & Beverage
INV0000402,MSME000941,2526755.68,Large Corporate,Real Estate,2025-12-17 17:27:56.061330,2026-03-17 17:27:56.061330,90,25,87.64,1,Paid_OnTime,Low,22.03,87.64,Approve,Manufacturing
INV0000403,MSME003597,617768.04,SME,Real Estate,2026-03-23 17:27:56.061330,2026-04-22 17:27:56.061330,30,61,73.21,1,Paid_Late,Medium,45.65,73.21,Approve,Food & Beverage
INV0000404,MSME001718,1374081.2,SME,Real Estate,2025-10-31 17:27:56.061330,2025-11-30 17:27:56.061330,30,67,54.12,1,Paid_Late,Medium,42.05,54.12,Review,Manufacturing
INV0000405,MSME002991,1545840.8,Government,FMCG,2026-01-07 17:27:56.061330,2026-02-06 17:27:56.061330,30,74,72.06,2,Paid_OnTime,Medium,46.52,72.06,Approve,Retail
INV0000406,MSME001611,1127871.48,Government,FMCG,2025-10-06 17:27:56.061330,2025-11-05 17:27:56.061330,30,78,79.19,2,Paid_Late,Medium,48.08,79.19,Approve,Manufacturing
INV0000407,MSME002996,2861149.06,Retail,Government,2025-10-25 17:27:56.061330,2025-12-24 17:27:56.061330,60,38,55.7,1,Paid_OnTime,Medium,46.9,55.7,Review,Manufacturing
INV0000408,MSME002934,2290722.36,Retail,Retail,2025-10-28 17:27:56.061330,2026-01-26 17:27:56.061330,90,37,75.18,1,Paid_OnTime,Medium,51.57,75.18,Approve,Services
INV0000409,MSME003241,1129008.07,SME,Government,2025-10-10 17:27:56.061330,2025-11-09 17:27:56.061330,30,65,74.98,5,Paid_OnTime,Low,31.65,74.98,Approve,Food & Beverage
INV0000410,MSME000882,3002189.06,SME,FMCG,2025-10-11 17:27:56.061330,2025-11-10 17:27:56.061330,30,56,44.95,2,Paid_OnTime,Medium,52.37,44.95,Reject,Textile
INV0000411,MSME001140,4073221.77,Large Corporate,Government,2025-12-10 17:27:56.061330,2026-02-08 17:27:56.061330,60,38,60.67,2,Paid_Late,Medium,36.27,60.67,Review,Manufacturing
INV0000412,MSME004817,4317967.47,Government,FMCG,2026-01-13 17:27:56.061330,2026-02-12 17:27:56.061330,30,63,43.18,1,Paid_Late,Medium,45.73,43.18,Reject,Manufacturing
INV0000413,MSME002327,2264874.04,Large Corporate,Automotive,2025-12-26 17:27:56.061330,2026-01-25 17:27:56.061330,30,44,66.94,1,Paid_OnTime,Medium,38.06,66.94,Review,Retail
INV0000414,MSME004275,4752904.96,Large Corporate,Automotive,2025-10-23 17:27:56.061330,2026-01-21 17:27:56.061330,90,15,63.42,1,Paid_OnTime,Low,34.02,63.42,Review,Food & Beverage
INV0000415,MSME004189,928593.73,SME,FMCG,2026-03-19 17:27:56.061330,2026-04-18 17:27:56.061330,30,61,81.27,2,Paid_OnTime,Medium,41.45,81.27,Approve,Manufacturing
INV0000416,MSME002005,2105561.1,Large Corporate,IT Services,2025-12-17 17:27:56.061330,2026-01-16 17:27:56.061330,30,32,77.19,1,Paid_OnTime,Low,2.64,77.19,Approve,Services
INV0000417,MSME000570,2459233.54,Large Corporate,Healthcare,2025-12-11 17:27:56.061330,2026-03-11 17:27:56.061330,90,38,74.59,1,Paid_OnTime,Medium,39.79,74.59,Approve,Services
INV0000418,MSME003278,2138262.74,SME,Retail,2026-02-09 17:27:56.061330,2026-04-10 17:27:56.061330,60,47,85.25,1,Paid_OnTime,Medium,46.25,85.25,Approve,Retail
INV0000419,MSME004662,1218124.33,SME,Retail,2025-11-07 17:27:56.061330,2026-01-06 17:27:56.061330,60,51,66.05,4,Paid_OnTime,Medium,51.5,66.05,Review,Textile
INV0000420,MSME003553,3553529.51,Retail,Healthcare,2025-10-29 17:27:56.061330,2025-12-28 17:27:56.061330,60,29,47.5,2,Paid_Late,High,66.75,47.5,Review,Textile
INV0000421,MSME000418,445315.6,Government,FMCG,2026-02-04 17:27:56.061330,2026-03-06 17:27:56.061330,30,85,74.97,3,Paid_OnTime,Low,27.66,74.97,Approve,Retail
INV0000422,MSME002320,2974038.7,Large Corporate,Retail,2026-02-17 17:27:56.061330,2026-04-18 17:27:56.061330,60,38,78.2,1,Paid_OnTime,Low,17.23,78.2,Approve,Manufacturing
INV0000423,MSME002152,2974411.98,SME,Government,2026-01-22 17:27:56.061330,2026-03-23 17:27:56.061330,60,71,86.01,1,Defaulted,Medium,58.94,86.01,Approve,Manufacturing
INV0000424,MSME000231,1027143.97,SME,FMCG,2025-12-15 17:27:56.061330,2026-02-13 17:27:56.061330,60,73,65.23,1,Defaulted,High,82.53,65.23,Review,Food & Beverage
INV0000425,MSME002884,1035215.19,Government,Healthcare,2025-12-15 17:27:56.061330,2026-02-13 17:27:56.061330,60,78,49.28,2,Paid_Late,Medium,51.27,49.28,Review,Food & Beverage
INV0000426,MSME002738,4119451.73,SME,Manufacturing,2025-11-14 17:27:56.061330,2026-02-12 17:27:56.061330,90,48,67.02,1,Paid_OnTime,High,80.07,67.02,Review,Retail
INV0000427,MSME001737,3669667.42,Large Corporate,Healthcare,2026-01-02 17:27:56.061330,2026-02-01 17:27:56.061330,30,18,69.24,4,Paid_OnTime,Low,26.97,69.24,Review,Textile
INV0000428,MSME003720,2370707.51,Retail,Manufacturing,2026-01-23 17:27:56.061330,2026-02-22 17:27:56.061330,30,29,59.63,2,Paid_OnTime,Medium,44.34,59.63,Review,Services
INV0000429,MSME002283,2032815.29,SME,Government,2026-02-19 17:27:56.061330,2026-03-21 17:27:56.061330,30,49,35.92,2,Paid_OnTime,Medium,44.6,35.92,Reject,Food & Beverage
INV0000430,MSME003608,3966909.31,SME,IT Services,2026-03-27 17:27:56.061330,2026-04-26 17:27:56.061330,30,51,72.29,3,Paid_OnTime,Medium,57.45,72.29,Approve,Manufacturing
INV0000431,MSME003510,4247902.05,SME,Government,2025-11-20 17:27:56.061330,2025-12-20 17:27:56.061330,30,69,43.7,3,Paid_OnTime,High,83.98,43.7,Reject,Retail
INV0000432,MSME001401,3479252.16,Large Corporate,Healthcare,2026-03-23 17:27:56.061330,2026-04-22 17:27:56.061330,30,21,61.44,2,Paid_Late,Medium,43.34,61.44,Review,Textile
INV0000433,MSME003394,692904.56,Government,Healthcare,2026-02-17 17:27:56.061330,2026-04-18 17:27:56.061330,60,68,100.0,1,Paid_OnTime,Medium,44.17,100.0,Approve,Food & Beverage
INV0000434,MSME004662,1759830.6,Government,Automotive,2025-12-27 17:27:56.061330,2026-01-26 17:27:56.061330,30,65,66.05,4,Paid_Late,Low,26.95,66.05,Review,Textile
INV0000435,MSME000039,496454.95,Large Corporate,IT Services,2025-11-08 17:27:56.061330,2026-01-07 17:27:56.061330,60,37,77.3,1,Paid_OnTime,Low,21.95,77.3,Approve,Textile
INV0000436,MSME001409,3742756.25,Retail,Retail,2025-11-16 17:27:56.061330,2025-12-16 17:27:56.061330,30,36,73.47,2,Paid_Late,Medium,45.31,73.47,Approve,Retail
INV0000437,MSME002300,1958404.67,Government,FMCG,2026-03-26 17:27:56.061330,2026-04-25 17:27:56.061330,30,70,82.12,1,Paid_OnTime,Low,28.46,82.12,Approve,Retail
INV0000438,MSME002795,551417.67,Retail,Retail,2026-02-15 17:27:56.061330,2026-03-17 17:27:56.061330,30,51,50.76,1,Paid_Late,Medium,55.67,50.76,Review,Manufacturing
INV0000439,MSME003028,3809094.99,SME,Real Estate,2025-10-07 17:27:56.061330,2025-11-06 17:27:56.061330,30,50,72.58,3,Paid_OnTime,Medium,53.21,72.58,Approve,Manufacturing
INV0000440,MSME001177,2444886.19,Retail,IT Services,2026-02-08 17:27:56.061330,2026-03-10 17:27:56.061330,30,40,57.97,2,Paid_OnTime,Medium,46.69,57.97,Review,Manufacturing
INV0000441,MSME001374,2879579.03,Government,Retail,2026-02-05 17:27:56.061330,2026-05-06 17:27:56.061330,90,79,75.15,1,Paid_OnTime,Medium,53.0,75.15,Approve,Manufacturing
INV0000442,MSME004715,323806.61,Retail,Healthcare,2025-12-03 17:27:56.061330,2026-01-02 17:27:56.061330,30,43,40.28,1,Paid_Late,Medium,40.16,40.28,Reject,Services
INV0000443,MSME001641,2173361.61,Retail,Manufacturing,2026-01-21 17:27:56.061330,2026-04-21 17:27:56.061330,90,29,66.6,2,Defaulted,Medium,59.63,66.6,Review,Food & Beverage
INV0000444,MSME000037,1007573.58,Retail,Retail,2025-10-19 17:27:56.061330,2025-12-18 17:27:56.061330,60,49,70.21,1,Defaulted,Medium,49.26,70.21,Approve,Services
INV0000445,MSME001208,2737900.34,Large Corporate,FMCG,2026-03-03 17:27:56.061330,2026-04-02 17:27:56.061330,30,16,59.74,1,Paid_OnTime,Low,27.2,59.74,Review,Retail
INV0000446,MSME000506,3003854.74,Retail,Retail,2026-03-20 17:27:56.061330,2026-06-18 17:27:56.061330,90,51,56.09,1,Paid_Late,High,70.88,56.09,Review,Manufacturing
INV0000447,MSME003338,2428589.1,Retail,Automotive,2026-03-27 17:27:56.061330,2026-05-26 17:27:56.061330,60,54,64.72,1,Paid_OnTime,Low,33.54,64.72,Review,Textile
INV0000448,MSME003723,844437.53,Large Corporate,FMCG,2026-03-20 17:27:56.061330,2026-05-19 17:27:56.061330,60,32,96.3,1,Paid_OnTime,Low,22.96,96.3,Approve,Retail
INV0000449,MSME001165,4542301.41,Large Corporate,FMCG,2026-03-05 17:27:56.061330,2026-05-04 17:27:56.061330,60,20,69.4,1,Paid_OnTime,Low,30.8,69.4,Review,Manufacturing
INV0000450,MSME004913,3138598.74,Government,Automotive,2026-02-18 17:27:56.061330,2026-05-19 17:27:56.061330,90,86,73.1,2,Defaulted,Medium,56.65,73.1,Approve,Retail
INV0000451,MSME001914,1417490.55,SME,Real Estate,2026-03-07 17:27:56.061330,2026-06-05 17:27:56.061330,90,52,85.6,2,Paid_OnTime,Low,26.13,85.6,Approve,Retail
INV0000452,MSME004278,3353033.87,Government,Retail,2026-02-04 17:27:56.061330,2026-03-06 17:27:56.061330,30,82,51.83,1,Paid_Late,High,69.59,51.83,Review,Manufacturing
INV0000453,MSME001274,3852485.84,Retail,Manufacturing,2025-11-24 17:27:56.061330,2026-01-23 17:27:56.061330,60,51,83.14,1,Paid_OnTime,Medium,40.9,83.14,Approve,Food & Beverage
INV0000454,MSME002483,2944855.78,Retail,IT Services,2025-12-29 17:27:56.061330,2026-03-29 17:27:56.061330,90,52,81.22,1,Paid_Late,Medium,51.45,81.22,Approve,Retail
INV0000455,MSME000879,1436535.29,SME,Government,2025-10-20 17:27:56.061330,2025-12-19 17:27:56.061330,60,51,60.71,1,Defaulted,Medium,43.52,60.71,Review,Manufacturing
INV0000456,MSME001294,4156319.68,SME,Government,2025-10-29 17:27:56.061330,2026-01-27 17:27:56.061330,90,57,59.54,2,Paid_Late,Medium,59.14,59.54,Review,Services
INV0000457,MSME002753,710367.16,Large Corporate,FMCG,2026-01-01 17:27:56.061330,2026-01-31 17:27:56.061330,30,32,72.59,2,Paid_OnTime,Low,7.88,72.59,Approve,Manufacturing
INV0000458,MSME004996,4270552.92,Large Corporate,IT Services,2025-10-06 17:27:56.061330,2025-12-05 17:27:56.061330,60,34,42.15,3,Paid_OnTime,Medium,55.0,42.15,Reject,Services
INV0000459,MSME002168,208984.97,SME,Retail,2025-12-14 17:27:56.061330,2026-02-12 17:27:56.061330,60,71,66.46,2,Defaulted,Medium,56.33,66.46,Review,Services
INV0000460,MSME004343,3281430.05,SME,FMCG,2026-02-18 17:27:56.061330,2026-03-20 17:27:56.061330,30,67,80.91,1,Paid_Late,Medium,38.8,80.91,Approve,Food & Beverage
INV0000461,MSME001254,4437565.72,Government,IT Services,2026-02-03 17:27:56.061330,2026-03-05 17:27:56.061330,30,77,87.53,2,Paid_OnTime,Medium,58.32,87.53,Approve,Manufacturing
INV0000462,MSME002241,2552076.44,Government,Automotive,2026-03-22 17:27:56.061330,2026-04-21 17:27:56.061330,30,71,55.85,1,Paid_Late,Medium,63.11,55.85,Review,Food & Beverage
INV0000463,MSME000478,3821762.0,Government,Manufacturing,2025-11-23 17:27:56.061330,2026-01-22 17:27:56.061330,60,85,78.88,1,Paid_OnTime,Medium,58.53,78.88,Approve,Food & Beverage
INV0000464,MSME003949,3336711.36,SME,FMCG,2026-01-14 17:27:56.061330,2026-03-15 17:27:56.061330,60,53,78.97,1,Paid_OnTime,Medium,47.39,78.97,Approve,Services
INV0000465,MSME000268,1183503.44,Government,Government,2026-01-30 17:27:56.061330,2026-03-01 17:27:56.061330,30,76,87.56,1,Paid_Late,Medium,41.46,87.56,Approve,Food & Beverage
INV0000466,MSME003184,2885443.86,Large Corporate,FMCG,2025-12-31 17:27:56.061330,2026-01-30 17:27:56.061330,30,37,78.14,1,Paid_OnTime,Low,32.65,78.14,Approve,Manufacturing
INV0000467,MSME004809,1429330.86,Large Corporate,IT Services,2026-01-19 17:27:56.061330,2026-02-18 17:27:56.061330,30,31,55.52,2,Paid_OnTime,Low,27.23,55.52,Review,Services
INV0000468,MSME002206,4916326.4,SME,Government,2025-12-01 17:27:56.061330,2025-12-31 17:27:56.061330,30,49,55.82,1,Defaulted,High,69.26,55.82,Review,Food & Beverage
INV0000469,MSME004531,4146155.92,Large Corporate,Automotive,2026-02-27 17:27:56.061330,2026-03-29 17:27:56.061330,30,31,49.02,1,Paid_OnTime,Medium,36.68,49.02,Review,Food & Beverage
INV0000470,MSME002648,4357855.54,Government,Real Estate,2026-02-18 17:27:56.061330,2026-05-19 17:27:56.061330,90,83,75.25,1,Paid_OnTime,Medium,57.43,75.25,Approve,Textile
INV0000471,MSME003001,4878365.58,Retail,Real Estate,2026-03-06 17:27:56.061330,2026-05-05 17:27:56.061330,60,41,72.93,2,Paid_OnTime,Medium,60.53,72.93,Approve,Textile
INV0000472,MSME002301,465093.45,Large Corporate,Government,2025-12-26 17:27:56.061330,2026-03-26 17:27:56.061330,90,42,67.72,2,Paid_OnTime,Low,26.81,67.72,Review,Food & Beverage
INV0000473,MSME003450,1249080.34,Government,IT Services,2025-11-07 17:27:56.061330,2025-12-07 17:27:56.061330,30,62,70.98,2,Paid_OnTime,Medium,46.54,70.98,Approve,Services
INV0000474,MSME000528,3020247.39,Retail,Retail,2026-01-30 17:27:56.061330,2026-03-01 17:27:56.061330,30,38,79.54,4,Paid_Late,Medium,48.52,79.54,Approve,Manufacturing
INV0000475,MSME003076,20834.69,Retail,Manufacturing,2025-11-06 17:27:56.061330,2026-02-04 17:27:56.061330,90,46,67.8,1,Paid_OnTime,Low,33.39,67.8,Review,Manufacturing
INV0000476,MSME000606,740576.95,Government,Real Estate,2025-11-23 17:27:56.061330,2026-02-21 17:27:56.061330,90,71,56.89,1,Paid_OnTime,Medium,42.45,56.89,Review,Textile
INV0000477,MSME004372,2117025.57,Government,Government,2025-10-07 17:27:56.061330,2025-12-06 17:27:56.061330,60,73,64.81,1,Paid_OnTime,Medium,49.52,64.81,Review,Manufacturing
INV0000478,MSME001790,3679958.06,Retail,Government,2025-09-30 17:27:56.061330,2025-10-30 17:27:56.061330,30,54,78.09,1,Paid_OnTime,High,72.91,78.09,Approve,Food & Beverage
INV0000479,MSME000602,4258025.1,SME,Healthcare,2025-11-14 17:27:56.061330,2025-12-14 17:27:56.061330,30,73,87.54,3,Paid_OnTime,Medium,52.19,87.54,Approve,Textile
INV0000480,MSME002529,3107102.27,SME,Real Estate,2025-11-27 17:27:56.061330,2025-12-27 17:27:56.061330,30,46,53.57,1,Paid_OnTime,Medium,64.82,53.57,Review,Services
INV0000481,MSME004584,622178.07,SME,Retail,2025-10-12 17:27:56.061330,2025-11-11 17:27:56.061330,30,55,73.41,2,Paid_Late,Medium,37.17,73.41,Approve,Manufacturing
INV0000482,MSME001807,549727.58,Government,Real Estate,2025-12-01 17:27:56.061330,2025-12-31 17:27:56.061330,30,76,50.84,2,Paid_Late,Medium,54.76,50.84,Review,Manufacturing
INV0000483,MSME001574,2439063.04,SME,Manufacturing,2025-11-14 17:27:56.061330,2025-12-14 17:27:56.061330,30,71,32.44,2,Paid_OnTime,Medium,59.97,32.44,Reject,Manufacturing
INV0000484,MSME004772,3788264.64,Large Corporate,FMCG,2025-09-30 17:27:56.061330,2025-10-30 17:27:56.061330,30,27,91.26,2,Paid_OnTime,Low,29.55,91.26,Approve,Food & Beverage
INV0000485,MSME001105,464420.85,Retail,Government,2026-03-24 17:27:56.061330,2026-04-23 17:27:56.061330,30,55,63.61,3,Paid_Late,Medium,47.21,63.61,Review,Retail
INV0000486,MSME001075,1145785.96,Government,Retail,2026-02-14 17:27:56.061330,2026-05-15 17:27:56.061330,90,82,85.49,1,Paid_OnTime,Low,23.92,85.49,Approve,Textile
INV0000487,MSME003927,1971706.41,Large Corporate,Automotive,2026-02-25 17:27:56.061330,2026-05-26 17:27:56.061330,90,44,95.34,2,Paid_OnTime,Low,23.67,95.34,Approve,Manufacturing
INV0000488,MSME000226,3065405.75,Large Corporate,Real Estate,2025-10-07 17:27:56.061330,2025-11-06 17:27:56.061330,30,18,51.06,1,Paid_OnTime,Low,15.98,51.06,Review,Services
INV0000489,MSME001635,3684337.69,Retail,Manufacturing,2025-11-16 17:27:56.061330,2026-02-14 17:27:56.061330,90,36,52.02,2,Paid_OnTime,High,70.52,52.02,Review,Retail
INV0000490,MSME004229,2670493.76,Large Corporate,Real Estate,2025-11-12 17:27:56.061330,2026-01-11 17:27:56.061330,60,42,85.16,1,Paid_OnTime,Low,34.32,85.16,Approve,Manufacturing
INV0000491,MSME002123,2068458.28,Government,Real Estate,2026-01-21 17:27:56.061330,2026-02-20 17:27:56.061330,30,67,77.81,1,Paid_OnTime,Medium,57.63,77.81,Approve,Manufacturing
INV0000492,MSME000728,188764.32,Government,Retail,2026-03-17 17:27:56.061330,2026-04-16 17:27:56.061330,30,63,58.99,1,Defaulted,Low,30.16,58.99,Review,Manufacturing
INV0000493,MSME003361,1523935.02,SME,Manufacturing,2025-11-11 17:27:56.061330,2026-02-09 17:27:56.061330,90,70,58.79,1,Paid_OnTime,Medium,49.26,58.79,Review,Food & Beverage
INV0000494,MSME003163,1907390.59,Government,Healthcare,2025-12-01 17:27:56.061330,2025-12-31 17:27:56.061330,30,74,57.62,1,Paid_Late,Medium,43.97,57.62,Review,Retail
INV0000495,MSME001428,477470.19,Government,FMCG,2025-11-29 17:27:56.061330,2025-12-29 17:27:56.061330,30,61,74.68,2,Paid_OnTime,Low,26.15,74.68,Approve,Food & Beverage
INV0000496,MSME000676,2301744.74,Retail,Healthcare,2026-02-03 17:27:56.061330,2026-03-05 17:27:56.061330,30,44,63.28,1,Paid_Late,Medium,41.89,63.28,Review,Food & Beverage
INV0000497,MSME003211,3094041.33,Large Corporate,FMCG,2026-01-03 17:27:56.061330,2026-03-04 17:27:56.061330,60,40,56.91,2,Paid_OnTime,Medium,55.14,56.91,Review,Food & Beverage
INV0000498,MSME001970,3498511.02,Government,Healthcare,2025-11-02 17:27:56.061330,2026-01-31 17:27:56.061330,90,60,63.23,1,Paid_Late,Medium,63.24,63.23,Review,Manufacturing
INV0000499,MSME000296,2338538.27,Retail,Automotive,2026-03-26 17:27:56.061330,2026-04-25 17:27:56.061330,30,56,79.57,1,Defaulted,Medium,46.24,79.57,Approve,Retail
INV0000500,MSME004851,621312.95,SME,Manufacturing,2025-10-03 17:27:56.061330,2025-12-02 17:27:56.061330,60,53,80.0,1,Defaulted,Medium,45.08,80.0,Approve,Food & Beverage
INV0000501,MSME000880,2790452.02,Large Corporate,IT Services,2025-11-23 17:27:56.061330,2026-02-21 17:27:56.061330,90,32,54.74,3,Paid_OnTime,Low,29.21,54.74,Review,Manufacturing
INV0000502,MSME000958,783604.9,Large Corporate,Healthcare,2026-03-13 17:27:56.061330,2026-05-12 17:27:56.061330,60,32,76.73,2,Defaulted,Medium,38.42,76.73,Approve,Food & Beverage
INV0000503,MSME000295,1345239.81,SME,Real Estate,2026-03-11 17:27:56.061330,2026-05-10 17:27:56.061330,60,72,77.83,1,Paid_Late,Low,28.5,77.83,Approve,Food & Beverage
INV0000504,MSME004153,675153.44,SME,Manufacturing,2026-02-11 17:27:56.061330,2026-03-13 17:27:56.061330,30,63,77.58,1,Paid_Late,Medium,51.14,77.58,Approve,Food & Beverage
INV0000505,MSME003054,447208.7,SME,IT Services,2025-12-21 17:27:56.061330,2026-02-19 17:27:56.061330,60,60,56.4,1,Paid_Late,Medium,59.32,56.4,Review,Food & Beverage
INV0000506,MSME001925,845826.69,SME,FMCG,2025-10-16 17:27:56.061330,2025-12-15 17:27:56.061330,60,66,76.61,1,Paid_Late,Medium,57.55,76.61,Approve,Manufacturing
INV0000507,MSME004740,2038093.47,Retail,FMCG,2025-11-17 17:27:56.061330,2026-02-15 17:27:56.061330,90,49,81.31,2,Paid_Late,Medium,36.46,81.31,Approve,Food & Beverage
INV0000508,MSME004938,2217081.37,Retail,Government,2025-11-27 17:27:56.061330,2026-01-26 17:27:56.061330,60,55,43.67,1,Paid_Late,High,65.76,43.67,Reject,Textile
INV0000509,MSME002220,3149803.57,Government,Healthcare,2025-12-03 17:27:56.061330,2026-01-02 17:27:56.061330,30,74,46.36,2,Paid_OnTime,High,66.6,46.36,Review,Textile
INV0000510,MSME000368,554542.69,SME,Government,2026-02-28 17:27:56.061330,2026-03-30 17:27:56.061330,30,49,81.24,3,Paid_Late,Low,34.4,81.24,Approve,Textile
INV0000511,MSME001369,1596312.04,Retail,IT Services,2025-12-02 17:27:56.061330,2026-01-31 17:27:56.061330,60,34,45.56,3,Paid_OnTime,Medium,58.91,45.56,Review,Manufacturing
INV0000512,MSME004022,3823421.84,Retail,Manufacturing,2026-03-25 17:27:56.061330,2026-04-24 17:27:56.061330,30,56,70.87,2,Paid_Late,Medium,44.23,70.87,Approve,Retail
INV0000513,MSME000131,4410486.66,Retail,IT Services,2025-12-28 17:27:56.061330,2026-02-26 17:27:56.061330,60,37,53.58,3,Paid_OnTime,High,73.71,53.58,Review,Manufacturing
INV0000514,MSME001737,3022712.96,SME,FMCG,2025-12-08 17:27:56.061330,2026-03-08 17:27:56.061330,90,59,69.24,4,Paid_OnTime,Medium,64.79,69.24,Review,Textile
INV0000515,MSME002508,4281598.48,SME,Retail,2026-01-07 17:27:56.061330,2026-02-06 17:27:56.061330,30,50,64.03,2,Paid_OnTime,Medium,55.72,64.03,Review,Food & Beverage
INV0000516,MSME004488,1973932.44,Retail,Healthcare,2026-03-17 17:27:56.061330,2026-05-16 17:27:56.061330,60,34,80.85,5,Paid_OnTime,Medium,42.66,80.85,Approve,Retail
INV0000517,MSME000518,514144.53,Retail,IT Services,2025-12-11 17:27:56.061330,2026-03-11 17:27:56.061330,90,43,80.93,1,Paid_OnTime,Medium,43.76,80.93,Approve,Retail
INV0000518,MSME001863,3399615.72,Retail,Government,2026-01-06 17:27:56.061330,2026-02-05 17:27:56.061330,30,56,44.91,2,Paid_Late,High,72.31,44.91,Reject,Textile
INV0000519,MSME004646,3726685.95,SME,Automotive,2026-01-23 17:27:56.061330,2026-04-23 17:27:56.061330,90,46,64.91,3,Paid_OnTime,Medium,45.54,64.91,Review,Retail
INV0000520,MSME000698,560920.17,Government,IT Services,2025-11-02 17:27:56.061330,2025-12-02 17:27:56.061330,30,64,76.12,3,Paid_OnTime,Low,34.09,76.12,Approve,Services
INV0000521,MSME002633,634743.81,SME,IT Services,2026-01-08 17:27:56.061330,2026-02-07 17:27:56.061330,30,51,80.47,3,Defaulted,Medium,35.57,80.47,Approve,Retail
INV0000522,MSME002553,19147.11,Large Corporate,Real Estate,2025-10-14 17:27:56.061330,2025-11-13 17:27:56.061330,30,30,54.89,1,Paid_OnTime,Low,30.88,54.89,Review,Services
